image_num,estimated_x,estimated_y,actual_x,actual_y,error_meters,processing_time_sec,measurement_available,feature_count,measurement_error,length_std,length_mean,inlier_count,length_confidence,inlier_confidence,cosine_confidence
00045.png,-326.87289765298533,-1987.3246277721535,-341.89015513,-1953.95317327,36.594699038525405,0.7004578113555908,True,3676,39.62054258643926,102.45428542452647,693.5441589355469,303,0.8522743157670399,1.0,0.9634439945220947
00046.png,-332.29399482834236,-2031.4308966420679,-348.94709785,-1997.19411627,38.072075994029454,0.7846298217773438,True,3759,25.65433756013709,154.8725873492179,571.408576965332,41,0.7289634884871282,0.164,0.9628621637821198
00047.png,-335.78911511614666,-2080.2980733102772,-355.8239084,-2040.48070027,44.57371577236225,1.0025644302368164,True,3658,61.032962056525925,108.78944911258336,742.5247650146484,92,0.8534871101431383,0.368,0.9611672759056091
00048.png,-343.79929406180884,-2126.4070703501316,-362.84623748,-2083.76951065,46.698474822611246,1.186856746673584,True,3667,43.47812335614243,99.1777691720679,711.2747192382812,280,0.8605633428413153,1.0,0.9643965363502502
00049.png,-353.4000977559371,-2163.9704399808343,-370.02397472,-2127.03605714,40.50311001823939,2.171992540359497,True,3643,22.310629214246138,103.10114347265471,697.7425994873047,819,0.8522361347172832,1.0,0.9592900276184082
00050.png,-360.16811562016824,-2192.9113691127195,-377.27517762,-2170.28145292,28.368374594882905,1.7155978679656982,True,3599,12.380891701893729,103.02625375061709,710.908203125,1241,0.8550779787070457,1.0,0.9599630832672119
00051.png,-364.8232726859299,-2228.307752019682,-384.4995373,-2213.81405299,24.43814028779418,1.0516154766082764,True,3502,38.502087407568624,113.94202202951,736.0686950683594,22,0.8452019182544802,0.088,0.9635264575481415
00052.png,-375.59221362047174,-2253.866892395168,-391.69776016,-2257.40899197,16.49045477647398,1.087606430053711,True,3590,32.30679213690251,107.98151761971437,708.7593688964844,281,0.8476471389890223,1.0,0.9618692100048065
00053.png,-385.0211385503678,-2284.326757159886,-398.74340046,-2301.09298655,21.66580069783892,0.7957334518432617,True,3488,36.300148351029726,103.21070047858463,713.1847839355469,249,0.8552819650623503,0.996,0.9623429477214813
00054.png,-391.7294383947576,-2321.4809000676883,-405.61455981,-2344.86158394,27.19288464015907,0.6783850193023682,True,3402,28.855754638258553,100.51626857543178,712.6521911621094,409,0.8589546628467926,1.0,0.9630564451217651
00055.png,-398.78131839346844,-2363.694119690052,-412.25684533,-2388.81385849,28.50598364545219,0.7098326683044434,True,3187,19.898757040615617,102.2009347245741,710.8758697509766,580,0.8562323760400312,1.0,0.9641246795654297
00056.png,-408.48199931001005,-2408.9262719082867,-418.58336975,-2432.85184905,25.97057809002292,0.706918478012085,True,2905,17.392089399956635,102.77713323055917,709.2374420166016,805,0.8550878349874915,1.0,0.9643457531929016
00057.png,-412.05485760711633,-2457.920366764711,-424.46627456,-2476.90765073,22.68391992484647,0.7181012630462646,True,2715,10.091577463723727,102.67032210553769,711.6010894775391,989,0.8557192735877923,1.0,0.9639080166816711
00058.png,-416.6785510462267,-2507.917932606834,-430.42123223,-2521.14824276,19.076225854917077,0.6779930591583252,True,2553,6.343905513728308,102.3571327503764,712.7732849121094,743,0.856395946765881,1.0,0.9654262661933899
00059.png,-419.2295125749589,-2559.492841884796,-436.55914767,-2565.37770284,18.301580286668347,0.6822047233581543,True,2594,20.64567825011012,102.31843944096174,714.3784332275391,382,0.856772776609884,1.0,0.9647791385650635
00060.png,-423.50774304754617,-2609.9334800254223,-442.87719529,-2609.65057752,19.371518112948014,0.83367919921875,True,2551,19.26022731948536,104.59011569401393,709.6731872558594,404,0.85262213991987,1.0,0.9652016758918762
00061.png,-427.21734671930864,-2656.7911149803426,-449.21784772,-2654.01696058,22.174714810305037,0.7898416519165039,True,2830,21.118839276693915,97.28359561076009,716.7368774414062,23,0.8642687453755118,0.092,0.9648382663726807
00062.png,-433.8818205484856,-2709.0816193635096,-455.54366575,-2698.47239923,24.120345963017115,0.9603605270385742,True,3200,26.798029998635997,106.56884654371079,707.3428344726562,385,0.8493391869542852,1.0,0.9638871252536774
00063.png,-436.8210107758088,-2760.704576074583,-462.03266233,-2742.98127123,30.817899161104066,0.9711287021636963,True,3490,42.76913536930394,101.81199458972559,714.7570953369141,208,0.8575572103390808,0.832,0.9639488458633423
00064.png,-439.79894315140905,-2806.7984784319615,-469.00836897,-2787.58253841,34.963451025026025,0.8343939781188965,True,3680,36.04173011094305,103.8844630810905,707.2522430419922,754,0.853115399628471,1.0,0.9639495611190796
00065.png,-449.3197743565297,-2854.4655827625447,-476.63043222,-2832.21274866,35.228690843272894,0.6868345737457275,True,3573,27.49677545505653,98.47962155017197,702.5449371337891,475,0.8598244520102235,1.0,0.9632869958877563
00066.png,-459.07528292065655,-2905.3765900834023,-484.43686606,-2876.89082629,38.13985629531585,0.6860435009002686,True,3606,39.5422892331645,92.14791796879621,706.5053100585938,235,0.8695722216706991,0.94,0.963325560092926
00067.png,-468.7316361314584,-2952.8418438502413,-492.26519831,-2921.63458242,39.086080831758025,0.9462671279907227,True,3631,33.84335201884574,110.55066260636438,676.3385162353516,272,0.8365453689940452,1.0,0.9601700901985168
00068.png,-475.7037499097303,-2998.737795870534,-500.20938028,-2966.36052743,40.60558374798572,0.9678442478179932,True,3547,26.448611131157605,155.88266830030906,611.5576324462891,22,0.7451055141332086,0.088,0.9607686400413513
00069.png,-482.3641426513633,-3045.4060874058678,-508.3216856,-3011.09092522,43.02701932242966,1.407486915588379,True,3550,43.2850015329979,105.0148098301012,697.0418090820312,283,0.8493421650440159,1.0,0.9578061699867249
00070.png,-484.8883756048409,-3089.427431221247,-516.85288652,-3055.866964,46.34689761088356,2.0225021839141846,True,3582,46.54112570787892,104.86799822285346,708.4267425537109,461,0.8519705822442147,1.0,0.9604848027229309
00071.png,-489.4410162417799,-3128.978545747226,-526.08766252,-3100.64968195,46.319555346341154,1.775604248046875,True,3493,40.67998641437891,107.43424887653312,713.8748626708984,1048,0.8495054882944364,1.0,0.9598692357540131
00072.png,-494.4280117217667,-3166.355896428959,-536.29727144,-3145.23981719,46.892682923659606,1.5658454895019531,True,3765,46.802501220204725,110.71905854040092,721.9756927490234,1343,0.8466443404502684,1.0,0.958368182182312
00073.png,-494.7963243131904,-3197.285383299892,-547.54952775,-3189.74089683,53.28995917562529,1.3343782424926758,True,3867,75.14253432473355,116.18169489426238,736.8805236816406,358,0.8423330632844123,1.0,0.9594406485557556
00074.png,-496.56882189180044,-3237.943733248508,-560.22376862,-3234.07833681,63.77220031170912,1.3750927448272705,True,3803,83.62012507307394,124.1336935327538,746.0453948974609,567,0.8336110719511711,1.0,0.9579759836196899
00075.png,-497.72790941515507,-3279.085392875536,-574.83142813,-3277.8691981,77.11310996155242,0.8397419452667236,True,3901,107.2003459553756,130.98162464466154,774.3722076416016,243,0.8308544349188691,0.972,0.956520289182663
00076.png,-504.6114945828479,-3325.0663722916183,-591.78151227,-3320.88861532,87.2700729740288,0.8367354869842529,True,3776,107.99681255792771,140.4089312611435,775.4792175292969,399,0.8189391435808027,1.0,0.9547514915466309
00077.png,-522.1937696334704,-3371.6792989490723,-611.10580907,-3363.01302383,89.33339286740674,0.8544507026672363,True,3330,86.74272802736994,129.86803459210938,753.7750244140625,630,0.8277098200579667,1.0,0.9509192705154419
00078.png,-548.5146103748604,-3417.4113933618723,-632.31337006,-3404.33927159,84.81221900402352,0.9188704490661621,True,3044,66.29128649339526,118.52963084702095,732.8748321533203,767,0.8382675654193783,1.0,0.9475975930690765
00079.png,-579.5872652659751,-3464.3790641933906,-655.17108302,-3444.92190516,78.04802716228194,1.0060884952545166,True,2938,59.6006945343404,114.51820730208645,726.6832580566406,644,0.8424097348708144,1.0,0.9477985799312592
00080.png,-612.5697902414515,-3513.334965870018,-679.45925735,-3484.82215024,72.71300753797073,0.9817636013031006,True,2824,63.682899810133094,114.42279369017787,724.4355773925781,355,0.8420524926425982,1.0,0.9466626048088074
00081.png,-644.4130347567823,-3561.2134182886525,-705.0352001,-3523.91755541,71.17603753204911,0.9742445945739746,True,2879,75.31513360120363,108.3529074064442,706.2148742675781,150,0.8465723233048327,0.6,0.9465606212615967
00082.png,-677.7898375711962,-3609.9625245714715,-731.85299523,-3561.94206707,72.31036823783496,1.006652593612671,True,2752,92.38137329196013,115.2011654473741,723.5979461669922,89,0.8407939573935884,0.356,0.9455950558185577
00083.png,-712.2747040539768,-3656.216775264036,-759.7487578,-3598.60402817,74.65262491568295,1.131174087524414,True,2615,86.69510947254864,119.6783209197061,694.1896057128906,63,0.8275999526140935,0.252,0.9451362192630768
00084.png,-748.9709308673254,-3700.6670986627714,-788.58968446,-3633.83108103,77.69619610537703,1.332073450088501,True,2387,82.19929500150049,115.79507596542393,742.4427185058594,160,0.8440350035374344,0.64,0.9442487359046936
00085.png,-785.5112549026624,-3741.365761333542,-818.3567024,-3667.71562084,80.64221361060747,1.1855697631835938,True,2260,80.77837866612838,97.25207038127105,743.0793304443359,57,0.8691228965780576,0.228,0.9437008202075958
00086.png,-822.3610711317865,-3770.0516665077203,-849.01307879,-3700.49698448,74.48612826688449,1.298889398574829,True,1948,56.93369211307416,114.59959088082361,714.0607604980469,250,0.8395100288091841,1.0,0.9432268440723419
00087.png,-859.5044724894584,-3804.0763979954595,-880.43448711,-3732.42452764,74.64620578068006,1.3076131343841553,True,1866,62.50843125448679,104.02391082153702,711.4627838134766,123,0.8537886827137133,0.492,0.9422821700572968
00088.png,-896.8513152962952,-3834.329089746175,-912.71134664,-3763.45706209,72.62496057362769,1.4860105514526367,True,1582,51.39645624465756,111.68305345561306,668.4220123291016,96,0.8329153567722045,0.384,0.942000150680542
00089.png,-932.6856352873647,-3864.422077514966,-945.71933087,-3793.69254898,71.92039646247355,1.1732285022735596,True,1455,52.46749245653699,159.86276629449816,618.5966720581055,27,0.7415718940701284,0.108,0.9420807361602783
00090.png,-968.4735967934357,-3889.5367998336365,-979.36872691,-3823.20668558,67.21895504362847,1.5432312488555908,True,1255,42.6973738709073,106.61830043032238,697.9619598388672,112,0.8472433935297327,0.448,0.9412229657173157
00091.png,-1005.0183258598738,-3915.535674546369,-1013.66730516,-3851.87368084,64.24682315573126,2.0037126541137695,True,949,43.11867058592784,117.88419043509018,704.0365447998047,76,0.8325595577306133,0.304,0.9382355511188507
00092.png,-1047.4390780638232,-3938.485868975211,-1048.65674328,-3879.70132715,58.79715185430887,2.0806615352630615,True,696,32.82228535873603,140.69762294080553,869.6414642333984,66,0.838211919822806,0.264,0.9382767677307129
00093.png,-1088.597358880244,-3964.6287438626214,-1084.02339935,-3906.92116904,57.888559298817654,3.6197636127471924,False,755,,,,,,,
00094.png,-1129.7556396966647,-3990.771618750032,-1120.12188653,-3933.36400088,58.210340916265416,3.8670170307159424,False,497,,,,,,,
00095.png,-1170.9139205130855,-4016.9144936374423,-1156.8561343,-3958.8060705,59.78469865051495,4.310926914215088,False,301,,,,,,,
00096.png,-1201.9005929800142,-4026.2270943362755,-1193.98172805,-3983.45888494,43.49515095666944,3.0596258640289307,True,383,28.32781854404666,114.74969502189909,702.0603332519531,46,0.8365529434053383,0.184,0.9397982358932495
00097.png,-1234.8586862673576,-4044.41559981339,-1231.40683569,-4007.63079917,36.94640484245195,2.0241072177886963,True,510,31.06500773990221,97.66058400470742,690.3825225830078,103,0.8585413436607309,0.412,0.939085990190506
00098.png,-1274.1431994967406,-4062.5187594320114,-1269.18655646,-4031.23164441,31.677308544038734,2.217458486557007,True,592,24.483821375448414,100.22226223090101,710.9306945800781,124,0.8590266772908169,0.496,0.9376419186592102
00099.png,-1315.417503423263,-4082.068031881471,-1307.21281106,-4054.38164572,28.87651217612484,2.2124288082122803,True,683,26.09249444238997,105.48764859322499,703.0536346435547,73,0.8499578931176328,0.292,0.9376013576984406
00100.png,-1357.8062459399453,-4101.161239983284,-1345.41849144,-4077.39361085,26.802176332682905,2.1656079292297363,True,865,25.926664453983197,116.1629193866849,686.2747802734375,69,0.8307340984606759,0.276,0.9377167820930481
00101.png,-1401.2057330843693,-4121.236577003903,-1383.77110316,-4100.46568851,27.118188166355512,2.13735294342041,True,1045,32.236897372209945,129.19074419490124,709.6627197265625,33,0.817954726092024,0.132,0.9397161602973938
00102.png,-1437.69456054617,-4140.140838303919,-1422.23532618,-4123.6847079,22.578577347985316,3.0553154945373535,True,1092,14.546460776501497,103.85063502942035,706.6240081787109,176,0.8530326824061776,0.704,0.9376647770404816
00103.png,-1468.3433469329757,-4162.852539763306,-1460.80762851,-4146.96383982,17.585159596624717,2.4131689071655273,True,1105,25.769082747597515,111.02579332861623,718.0664825439453,184,0.845382292548627,0.736,0.9398925304412842
00104.png,-1503.22167482401,-4178.589827528638,-1499.63352868,-4170.03035151,9.281132606767832,1.0248115062713623,True,1289,25.985720693528595,92.05020318008644,687.3153686523438,39,0.8660728286047579,0.156,0.9423732757568359
00105.png,-1536.1270692347916,-4199.259848792041,-1538.31179111,-4193.20261671,6.43918241454006,1.0918171405792236,True,1530,20.625788815019163,100.10295982345328,693.2320709228516,135,0.8555996411271146,0.54,0.9455118179321289
00106.png,-1572.4244932821177,-4215.181816845673,-1577.00064954,-4216.36708955,4.727163788169172,1.0406064987182617,True,1690,12.149978315466262,99.68535525605814,702.549072265625,256,0.8581090500417481,1.0,0.9442133605480194
00107.png,-1609.9532433648874,-4238.033323693558,-1615.55175985,-4239.77980485,5.864604271720846,1.016688346862793,True,1720,8.243542909015124,101.09902216485594,704.9248046875,358,0.8565818346970013,1.0,0.9442625045776367
00108.png,-1649.506392981871,-4264.348309948839,-1654.18269343,-4263.05003121,4.853175616531265,1.0120081901550293,True,1656,16.526391329001076,102.81329106594775,710.9955139160156,402,0.8553953027077857,1.0,0.9447069764137268
00109.png,-1693.9915254369594,-4284.554136879439,-1692.99093358,-4286.34697424,2.0531560743490638,1.0292856693267822,True,1743,17.32297062977098,102.32817460944167,711.6399841308594,364,0.8562079465863386,1.0,0.9443724751472473
00110.png,-1735.256537505318,-4313.332378279772,-1731.51873267,-4310.13483623,4.918888100677495,0.9949748516082764,True,1470,22.66822057455351,100.62635625091279,711.9625244140625,283,0.8586634088167391,1.0,0.9442343413829803
00111.png,-1777.490626703693,-4339.958214989248,-1770.10869501,-4334.2332796,9.341723649381112,1.0102956295013428,True,1187,34.9538083786302,105.61625223915301,717.6240844726562,100,0.8528251008788748,0.4,0.9428926110267639
00112.png,-1818.9642289950034,-4360.305742969118,-1808.57998204,-4358.37959034,10.561375325835028,2.6519761085510254,True,1078,31.009550652877174,93.76077815222312,610.5310134887695,43,0.8464274933120202,0.172,0.9418589472770691
00113.png,-1859.4280688546644,-4381.2982595165195,-1846.60058544,-4383.07693257,12.950212684920196,3.8090760707855225,False,1080,,,,,,,
00114.png,-1896.0522145783486,-4404.752428252963,-1884.44458868,-4407.9935742,12.051639143535986,1.2709903717041016,True,1165,1.8925536019204503,106.82869129602513,708.1193389892578,36,0.8491374470177466,0.144,0.9430190920829773
00115.png,-1933.0936719662243,-4431.40716841616,-1922.1713294,-4432.9135554,11.02573212440048,1.2962095737457275,True,1252,11.758659465791858,109.30575224677193,706.4075927734375,61,0.8452653208077436,0.244,0.9411097466945648
00116.png,-1968.7004864701723,-4454.11248270765,-1959.83802606,-4457.79791438,9.598208746085646,1.3034279346466064,True,1298,5.477426255809787,98.78804537344075,713.7785949707031,93,0.8615984759566859,0.372,0.9423853158950806
00117.png,-2007.0679480435956,-4480.632833407707,-1997.30693054,-4482.97059083,10.037059951548951,1.3109452724456787,True,1592,9.889162445294124,101.93146605291464,710.2408294677734,196,0.856483235229805,0.784,0.9430071115493774
00118.png,-2047.97455127643,-4510.410429948586,-2034.53283318,-4508.51841397,13.574222255699247,1.3131985664367676,True,1985,19.8083244722667,100.73414238383022,713.9788970947266,257,0.8589115969761423,1.0,0.9433180391788483
00119.png,-2089.779025389876,-4541.391285130396,-2071.51008279,-4534.51485465,19.52023462638898,1.174839735031128,True,2398,32.80716706520478,104.51803193563462,712.9484710693359,218,0.8534003000541255,0.872,0.9418883323669434
00120.png,-2131.8416522384914,-4571.97411282286,-2108.21678094,-4560.69608569,26.178778426042395,1.1599864959716797,True,2707,43.483918419031234,114.4592462742894,716.7780151367188,174,0.8403142341740806,0.696,0.9437310993671417
00121.png,-2175.0962751872376,-4601.645936796934,-2144.77089655,-4586.8628452,33.73675127594746,1.1695542335510254,True,2968,52.39521187600086,95.86617945252507,734.5106811523438,136,0.8694829334515265,0.544,0.944650411605835
00122.png,-2209.5441629513775,-4623.01426752556,-2181.10955995,-4613.31680899,30.042758693150322,1.3612656593322754,True,3230,22.856780324949376,102.15064502061553,712.6524505615234,610,0.8566613432113683,1.0,0.9437146782875061
00123.png,-2242.0936056307946,-4649.308047966506,-2217.09784861,-4640.38859595,26.5394893190762,1.0757415294647217,True,3421,16.505834374010185,102.11644454641184,711.4595489501953,655,0.8564690786748295,1.0,0.9440851807594299
00124.png,-2275.2857859892038,-4681.7819572542685,-2252.94626995,-4667.79768098,26.355529965851662,1.0643064975738525,True,3499,29.86311459434517,101.37780661557149,708.6532897949219,452,0.8569430099662567,1.0,0.9428413808345795
00125.png,-2311.6450216719345,-4713.398512705549,-2288.89853218,-4695.23348268,29.109639297590125,1.0537388324737549,True,3537,37.90724981083595,104.71890996848455,701.7441558837891,191,0.8507733778892683,0.764,0.9428633749485016
00126.png,-2349.858897569695,-4742.628961613267,-2324.92355368,-4722.78616984,31.867032498407568,1.0606422424316406,True,3757,41.87489840239042,97.13256927224809,700.3664703369141,50,0.861311794059013,0.2,0.9434418082237244
00127.png,-2390.085080863803,-4772.871923521631,-2360.85038549,-4750.49025152,36.818564002248266,1.5834388732910156,True,3880,45.724712148063865,102.04484592797732,700.3102569580078,193,0.8542862325460754,0.772,0.9430363774299622
00128.png,-2429.839488292205,-4802.567688485313,-2396.51090424,-4778.56947988,41.06955723147032,1.786959171295166,True,3864,54.848424505360484,116.53617551434198,679.7710266113281,50,0.8285655449375695,0.2,0.9424561858177185
00129.png,-2462.1737623250874,-4830.882580760978,-2431.7595914,-4807.20753208,38.54257027115747,2.749920129776001,True,3744,32.34518300049058,101.45092831817901,695.14111328125,255,0.8540570736216366,1.0,0.9412543773651123
00130.png,-2495.9406305406605,-4860.190455102427,-2466.81048638,-4836.28306988,37.68459057750805,3.150740385055542,True,3686,34.02447466931121,103.0762877419551,702.3135375976562,320,0.8532332324184733,1.0,0.9409345090389252
