drone_image,features_drone,tile,total_matches,search_tiles,inliers,LG_confidence,median_reproj_error_px,shape_terms,shape_score,overall_confidence,x_meas,y_meas,phi_meas_deg,x_ekf,y_ekf,phi_ekf_deg,dx,dy,dx_ekf,dy_ekf,error,error_pred,ekf_error,heading_diff,ekf_heading_diff,time_s,SDS
00060.png,3006,00061,1261,15,839,0.813,1.760,"(0.999,0.989,1.000,0.994,1.000)",0.992,0.829,-431.15156996,-2597.88865186,-2.035,-436.81558873,-2609.07222982,-6.753,11.7256,11.7619,6.0616,0.5783,16.6082,2649.3287,6.0891,0.0000,0.0000,1.3529,0.8780
00061.png,3288,00061,1599,15,1140,0.824,1.673,"(1.000,0.998,1.000,0.999,1.000)",0.998,0.842,-446.03067865,-2648.63369992,-3.668,-442.84622974,-2651.55581988,-8.251,3.1872,5.3833,6.3716,2.4611,6.2560,2689.1923,6.8304,0.0000,0.0000,1.3729,0.9639
00062.png,3725,00062,1813,15,1261,0.802,1.709,"(1.000,0.989,1.000,0.994,1.000)",0.992,0.829,-443.85249127,-2697.14800339,-4.199,-448.21599731,-2695.38016519,-8.824,11.6912,1.3244,7.3277,3.0922,11.7660,2732.0345,7.9534,0.0000,0.0000,1.4044,0.9672
00063.png,4079,00063,1914,15,1460,0.825,1.650,"(1.000,0.958,0.999,0.977,1.000)",0.970,0.831,-434.69555127,-2740.97688800,-3.849,-451.15930926,-2739.05664037,-8.473,27.3371,2.0044,10.8734,3.9246,27.4105,2776.1912,11.5600,0.0000,0.0000,1.5046,0.9503
00064.png,4221,00064,1971,15,1488,0.844,1.622,"(1.000,0.951,0.999,0.973,1.000)",0.965,0.837,-438.57078630,-2789.31360839,-4.295,-453.96601229,-2784.02179700,-8.777,30.4376,-1.7311,15.0424,3.5607,30.4868,2819.7457,15.4581,0.0000,0.0000,1.5425,0.9470
00065.png,4069,00065,2084,15,1580,0.842,1.618,"(1.000,0.991,1.000,0.995,1.000)",0.993,0.850,-465.81037493,-2830.35076988,-5.079,-461.85446692,-2828.31529182,-9.568,10.8201,1.8620,14.7760,3.8975,10.9791,2864.6868,15.2813,0.0000,0.0000,1.5178,0.9602
00066.png,4171,00066,2061,15,1597,0.846,1.597,"(1.000,0.996,1.000,0.997,1.000)",0.997,0.855,-476.56493069,-2877.04156708,-5.841,-470.88928346,-2873.34833061,-10.361,7.8719,-0.1507,13.5476,3.5425,7.8734,2909.7793,14.0031,0.0000,0.0000,1.5146,0.9666
00067.png,4054,00067,2026,15,1616,0.838,1.615,"(1.000,0.993,1.000,0.996,1.000)",0.995,0.850,-482.82427058,-2922.83117334,-5.990,-479.73726007,-2918.51952534,-10.565,9.4409,-1.1966,12.5279,3.1151,9.5165,2955.8594,12.9094,0.0000,0.0000,1.4946,0.9693
00068.png,4028,00068,2075,15,1591,0.824,1.711,"(1.000,0.994,1.000,0.997,1.000)",0.996,0.838,-491.48446620,-2965.35365569,-5.669,-488.56944254,-2962.98930729,-10.297,8.7249,1.0069,11.6399,3.3712,8.7828,3002.0457,12.1183,0.0000,0.0000,1.5018,0.9713
00069.png,4078,00069,1910,15,1469,0.847,1.589,"(1.000,0.957,0.999,0.976,1.000)",0.969,0.843,-481.48610436,-3011.73515170,-5.223,-493.59951570,-3007.88548618,-9.795,26.8356,-0.6442,14.7222,3.2054,26.8433,3047.4591,15.0671,0.0000,0.0000,1.4897,0.9529
00070.png,4088,00070,1773,15,1396,0.848,1.537,"(1.000,0.919,0.999,0.954,1.000)",0.941,0.834,-478.87086587,-3058.04838935,-6.133,-497.18327620,-3053.06835798,-10.506,37.9820,-2.1814,19.6696,2.7986,38.0446,3092.6438,19.8677,0.0000,0.0000,1.4966,0.9299
00071.png,3902,00071,1672,15,1297,0.843,1.598,"(0.999,0.915,0.999,0.951,1.000)",0.938,0.826,-487.43587760,-3105.99612785,-8.671,-502.41830412,-3098.85673113,-12.812,38.6518,-5.3464,23.6694,1.7930,39.0198,3137.8643,23.7372,0.0000,0.0000,1.4718,0.9218
00072.png,4173,00072,1734,15,1352,0.819,1.597,"(0.997,0.882,0.997,0.929,1.000)",0.913,0.806,-489.61171932,-3149.77437931,-9.346,-508.92097714,-3143.77659111,-13.561,46.6856,-4.5346,27.3763,1.4632,46.9053,3183.9641,27.4154,0.0000,0.0000,1.5172,0.9348
00073.png,4312,00068,100,15,43,0.587,1.579,"(0.984,0.934,0.997,0.907,1.000)",0.930,0.793,-487.01685163,-3230.20702860,-10.563,-515.21566055,-3195.78090604,-14.601,60.5327,-40.4661,32.3339,-6.0400,72.8129,3229.3684,32.8932,0.0000,0.0000,1.4312,0.7529
00074.png,4145,00074,1558,16,1228,0.845,1.609,"(0.985,0.694,0.981,0.809,1.000)",0.774,0.747,-480.80627254,-3253.61236306,-13.915,-521.73088098,-3241.56252569,-17.443,79.4175,-19.5340,38.4929,-7.4842,81.7846,3282.3707,39.2137,0.0000,0.0000,1.5531,0.9054
00075.png,3945,00075,1291,16,1023,0.843,1.544,"(0.963,0.551,0.961,0.704,1.000)",0.665,0.699,-476.74793021,-3307.69163588,-17.199,-530.26792436,-3287.51589068,-20.395,98.0835,-29.8224,44.5635,-9.6467,102.5171,3328.3985,45.5957,0.0000,0.0000,1.5053,0.8811
00076.png,3601,00080,231,16,131,0.786,1.339,"(0.870,0.616,0.982,0.715,1.000)",0.704,0.718,-480.46652597,-3322.67402321,-20.520,-538.83050980,-3327.98794676,-23.628,111.3150,-1.7854,52.9510,-7.0993,111.3293,3374.8469,53.4248,0.0000,0.0000,1.3846,0.4413
00077.png,3096,00081,250,17,125,0.849,1.372,"(0.981,0.733,0.989,0.812,1.000)",0.801,0.781,-516.73442032,-3361.37517391,-25.438,-550.24191246,-3366.38820169,-28.509,94.3714,1.6378,60.8639,-3.3752,94.3856,3415.2234,60.9574,0.0000,0.0000,1.4030,0.4411
00078.png,2884,00077,1023,17,671,0.834,1.664,"(0.974,0.795,0.992,0.850,1.000)",0.846,0.773,-573.41565878,-3437.14853556,-28.735,-572.93600738,-3412.82996635,-31.964,58.8977,-32.8093,59.3774,-8.4907,67.4195,3453.4444,59.9814,0.0000,0.0000,1.4506,0.9622
00079.png,2902,00079,1108,17,772,0.823,1.568,"(0.954,0.822,0.996,0.865,1.000)",0.864,0.786,-602.34502556,-3469.70797328,-30.999,-598.67614488,-3455.84949795,-34.429,52.8261,-24.7861,56.4949,-10.9276,58.3519,3502.6877,57.5421,0.0000,0.0000,1.5192,0.9273
00080.png,2791,00076,176,18,78,0.751,1.233,"(0.995,0.816,0.965,0.861,1.000)",0.861,0.817,-640.61546707,-3544.44614113,-33.136,-629.90879794,-3508.26013322,-36.643,38.8438,-59.6240,49.5505,-23.4380,71.1608,3549.1364,54.8141,0.0000,0.0000,1.3336,0.4750
00081.png,2864,00081,1070,18,731,0.832,1.531,"(0.896,0.840,1.000,0.846,1.000)",0.870,0.795,-657.89808662,-3563.37723390,-34.218,-658.64661164,-3550.08795078,-37.794,47.1371,-39.4597,46.3886,-26.1704,61.4734,3606.7877,53.2615,0.0000,0.0000,1.4305,0.9604
00082.png,2767,00082,1046,19,706,0.802,1.675,"(0.845,0.878,1.000,0.836,1.000)",0.867,0.772,-690.51695413,-3613.93241539,-36.310,-689.09790483,-3592.82314553,-39.709,41.3360,-51.9903,42.7551,-30.8811,66.4204,3653.0876,52.7412,0.0000,0.0000,1.4256,0.9463
00083.png,2682,00083,997,19,665,0.818,1.679,"(0.791,0.914,0.999,0.800,1.000)",0.835,0.761,-726.88363800,-3655.47716314,-38.410,-721.80414866,-3634.66360170,-41.756,32.8651,-56.8731,37.9446,-36.0596,65.6861,3700.5233,52.3458,0.0000,0.0000,1.6924,0.9963
00084.png,2512,00080,206,19,70,0.512,1.775,"(0.956,0.973,0.993,0.955,1.000)",0.963,0.783,-766.76313647,-3716.43016727,-40.579,-758.12275367,-3680.87673717,-43.915,21.8265,-82.5991,30.4669,-47.0457,85.4342,3747.5739,56.0493,0.0000,0.0000,1.7766,0.5803
00085.png,2377,00085,893,19,499,0.776,1.549,"(0.877,0.865,1.000,0.852,1.000)",0.879,0.780,-784.73555586,-3714.54733336,-42.106,-791.10152925,-3715.78992103,-45.519,33.6211,-46.8317,27.2552,-48.0743,57.6506,3800.1166,55.2629,0.0000,0.0000,1.6886,0.9583
00086.png,2124,00086,814,19,419,0.743,1.716,"(0.888,0.865,0.999,0.860,1.000)",0.885,0.758,-820.51244894,-3740.68224074,-43.685,-825.21612096,-3748.35702665,-47.076,28.5006,-40.1853,23.7970,-47.8600,49.2660,3840.3692,53.4498,0.0000,0.0000,1.7239,0.9251
00087.png,2042,00087,721,19,400,0.740,1.540,"(0.901,0.865,0.998,0.863,1.000)",0.888,0.774,-853.29260734,-3772.58031513,-46.387,-859.65443711,-3779.52506550,-49.654,27.1419,-40.1558,20.7800,-47.1005,48.4682,3878.6891,51.4808,0.0000,0.0000,1.7694,0.9699
00088.png,1759,00088,507,20,240,0.709,1.704,"(0.928,0.928,0.993,0.924,1.000)",0.936,0.773,-892.27281528,-3795.85346567,-48.359,-895.71087846,-3807.85469657,-51.722,20.4385,-32.3964,17.0005,-44.3976,38.3048,3915.3392,47.5412,0.0000,0.0000,1.6449,0.9358
00089.png,1590,00088,371,20,151,0.710,1.629,"(0.947,0.949,0.999,0.947,1.000)",0.955,0.789,-929.61345406,-3834.72118490,-49.667,-932.97510246,-3837.02352098,-53.141,16.1059,-41.0286,12.7442,-43.3310,44.0766,3949.9808,45.1662,0.0000,0.0000,1.5964,0.9730
