drone_image,features_drone,tile,total_matches,search_tiles,inliers,LG_confidence,median_reproj_error_px,shape_terms,shape_score,overall_confidence,x_meas,y_meas,phi_meas_deg,x_ekf,y_ekf,phi_ekf_deg,dx,dy,dx_ekf,dy_ekf,error,error_pred,ekf_error,heading_diff,ekf_heading_diff,time_s,SDS
00040.png,2574,00035,159,15,78,0.659,1.542,"(0.986,0.998,0.962,1.000)",0.972,0.816,-293.26163214,-1792.91365614,-3.965,-282.42735240,-1741.81924487,-4.080,11.1215,-58.1731,21.9558,-7.0786,59.2266,1746.0161,23.0686,0.0000,0.0000,0.8752,0.9580
00041.png,2943,00041,1163,15,830,0.823,1.674,"(0.986,1.000,0.990,0.999)",0.989,0.824,-301.03869481,-1791.65645836,-4.170,-288.95491263,-1789.03807383,-4.190,11.0851,-12.3291,23.1689,-9.7107,16.5797,1810.6307,25.1216,0.0000,0.0000,0.9120,0.9475
00042.png,3150,00042,1406,15,1020,0.834,1.681,"(0.992,1.000,0.993,0.999)",0.994,0.830,-314.25290843,-1836.69460658,-4.897,-297.10287006,-1835.79243113,-4.873,5.5241,-13.1723,22.6741,-12.2701,14.2837,1858.4322,25.7812,0.0000,0.0000,0.9715,0.9619
00043.png,3553,00043,1720,15,1264,0.837,1.634,"(0.994,1.000,0.994,0.999)",0.995,0.836,-325.30584480,-1878.62169614,-4.967,-306.35407821,-1881.23491843,-5.002,1.9844,-11.3541,20.9362,-13.9673,11.5262,1906.0174,25.1677,0.0000,0.0000,1.1008,0.9432
00044.png,3910,00044,1969,15,1464,0.841,1.628,"(0.993,1.000,0.995,0.999)",0.995,0.838,-324.44138087,-1918.07083141,-4.225,-313.39384180,-1924.89690448,-4.319,10.1884,-7.4054,21.2359,-14.2314,12.5953,1952.3154,25.5636,0.0000,0.0000,1.1375,0.9618
00045.png,4218,00045,2237,15,1699,0.841,1.620,"(0.999,1.000,0.999,0.999)",0.999,0.840,-345.49924048,-1957.89128174,-4.437,-323.11531555,-1967.39675398,-4.477,-3.6091,-3.9381,18.7748,-13.4436,5.3417,1996.2622,23.0917,0.0000,0.0000,1.1614,0.9711
00046.png,4382,00046,2272,15,1760,0.840,1.575,"(0.998,1.000,0.999,0.999)",0.999,0.843,-345.27393989,-2002.66012467,-4.106,-330.72878629,-2010.25069519,-4.170,3.6732,-5.4660,18.2183,-13.0566,6.5855,2039.4707,22.4139,0.0000,0.0000,1.1964,0.9760
00047.png,4285,00047,2182,15,1731,0.844,1.566,"(0.987,1.000,0.994,0.999)",0.990,0.842,-339.37578223,-2046.92544722,-4.529,-335.18790468,-2053.28151379,-4.508,16.4481,-6.4447,20.6360,-12.8008,17.6657,2082.7113,24.2839,0.0000,0.0000,1.1809,0.9640
00048.png,4253,00048,2141,15,1626,0.854,1.610,"(0.995,1.000,0.997,0.999)",0.996,0.845,-355.98669703,-2090.00682803,-5.686,-342.56486955,-2096.18243192,-5.616,6.8595,-6.2373,20.2814,-12.4129,9.2713,2125.6838,23.7784,0.0000,0.0000,1.1408,0.9627
00049.png,4173,00049,2103,15,1596,0.842,1.650,"(0.997,1.000,0.998,0.999)",0.997,0.837,-366.61719839,-2131.52499047,-5.449,-351.12067588,-2138.57930473,-5.497,3.4068,-4.4889,18.9033,-11.5432,5.6353,2169.0686,22.1491,0.0000,0.0000,1.1377,0.9740
00050.png,4086,00050,2098,15,1571,0.832,1.621,"(0.992,1.000,0.996,0.999)",0.994,0.834,-368.63540855,-2170.83292423,-3.921,-358.07864763,-2179.95997950,-4.087,8.6398,-0.5515,19.1965,-9.6785,8.6574,2212.0588,21.4984,0.0000,0.0000,1.1240,0.9799
00051.png,4116,00051,2084,15,1542,0.826,1.655,"(0.998,1.000,0.999,0.999)",0.998,0.831,-381.25525378,-2214.97311596,-5.451,-365.49295802,-2221.97242439,-5.363,3.2443,-1.1591,19.0066,-8.1584,3.4451,2253.6177,20.6835,0.0000,0.0000,1.0809,0.9719
00052.png,4133,00052,2127,15,1588,0.841,1.629,"(1.000,1.000,1.000,0.999)",0.999,0.839,-393.07215810,-2259.04335249,-5.314,-374.68814230,-2264.30324853,-5.359,-1.3744,-1.6344,17.0096,-6.8943,2.1354,2296.1356,18.3537,0.0000,0.0000,1.0912,0.9701
00053.png,4060,00053,2120,15,1549,0.838,1.663,"(1.000,1.000,1.000,0.999)",0.999,0.835,-400.59425275,-2300.46296846,-4.398,-383.37923906,-2306.30037181,-4.520,-1.8509,0.6300,15.3642,-5.2074,1.9551,2339.2488,16.2226,0.0000,0.0000,1.0696,0.9790
00054.png,3989,00054,1991,15,1444,0.846,1.662,"(0.999,1.000,0.999,0.999)",0.999,0.838,-402.21993325,-2343.33894586,-3.122,-390.05586174,-2348.40614809,-3.272,3.3946,1.5226,15.5587,-3.5446,3.7205,2381.8812,15.9574,0.0000,0.0000,1.0062,0.9804
00055.png,3691,00055,1818,15,1347,0.851,1.627,"(1.000,1.000,1.000,0.999)",0.999,0.844,-412.39661220,-2386.85932733,-3.564,-396.88732507,-2390.83174991,-3.572,-0.1398,1.9545,15.3695,-2.0179,1.9595,2424.2624,15.5014,0.0000,0.0000,1.1072,0.9656
00056.png,3445,00056,1570,15,1139,0.842,1.631,"(0.996,1.000,0.998,0.999)",0.997,0.838,-429.94396719,-2428.78410400,-3.738,-406.08209805,-2433.10330764,-3.772,-11.3606,4.0677,12.5013,-0.2515,12.0669,2467.1464,12.5038,0.0000,0.0000,0.9741,0.9559
00057.png,3206,00057,1422,15,1004,0.821,1.695,"(0.995,1.000,0.998,0.999)",0.996,0.824,-414.35058472,-2475.91115064,-1.789,-409.95527499,-2476.54074016,-1.984,10.1157,0.9965,14.5110,0.3669,10.1647,2510.2643,14.5156,0.0000,0.0000,0.9364,0.9784
00058.png,2943,00058,1395,15,967,0.785,1.685,"(0.998,1.000,0.999,0.999)",0.999,0.812,-426.52598781,-2516.66494927,-2.560,-414.47928533,-2519.35159026,-2.532,3.8952,4.4833,15.9419,1.7967,5.9391,2553.5905,16.0429,0.0000,0.0000,0.8661,0.9662
00059.png,3043,00059,1376,15,974,0.825,1.734,"(0.986,1.000,0.995,0.999)",0.990,0.820,-421.53306653,-2560.35548135,-2.350,-417.44771297,-2562.26201493,-2.379,15.0261,5.0222,19.1114,3.1157,15.8432,2596.5526,19.3637,0.0000,0.0000,0.9306,0.9572
00060.png,2978,00060,1383,15,971,0.805,1.719,"(0.990,1.000,0.996,0.999)",0.993,0.815,-431.14003986,-2606.82948117,-2.042,-421.67128323,-2606.11848528,-2.097,11.7372,2.8211,21.2059,3.5321,12.0714,2639.3098,21.4981,0.0000,0.0000,0.9043,0.9613
00061.png,3292,00061,1594,15,1153,0.825,1.670,"(0.998,1.000,0.999,0.999)",0.998,0.829,-446.00206801,-2648.63054179,-3.666,-428.24064667,-2649.47808331,-3.566,3.2158,5.3864,20.9772,4.5389,6.2733,2683.3007,21.4626,0.0000,0.0000,0.9438,0.9708
00062.png,3692,00062,1805,15,1254,0.796,1.701,"(0.990,1.000,0.996,0.999)",0.993,0.812,-443.87274786,-2697.14226820,-4.200,-433.62548881,-2694.15548358,-4.162,11.6709,1.3301,21.9182,4.3169,11.7465,2727.2751,22.3393,0.0000,0.0000,0.9640,0.9682
00063.png,4067,00063,1907,15,1443,0.830,1.657,"(0.963,1.000,0.985,0.998)",0.972,0.822,-434.70591433,-2740.99748552,-3.854,-436.35344720,-2738.66614560,-3.881,27.3267,1.9838,25.6792,4.3151,27.3987,2772.4124,26.0392,0.0000,0.0000,1.0854,0.9493
00064.png,4201,00064,1963,15,1483,0.840,1.614,"(0.958,1.000,0.982,0.998)",0.968,0.828,-438.55580733,-2789.31583255,-4.309,-439.20664446,-2784.33177054,-4.269,30.4526,-1.7333,29.8017,3.2508,30.5018,2816.8673,29.9785,0.0000,0.0000,1.1062,0.9465
00065.png,4044,00065,2060,15,1561,0.847,1.617,"(0.992,1.000,0.997,0.999)",0.994,0.840,-465.79559732,-2830.35878148,-5.094,-447.71113082,-2828.94298075,-5.063,10.8348,1.8540,28.9193,3.2698,10.9923,2862.6406,29.1036,0.0000,0.0000,1.0780,0.9643
00066.png,4100,00066,2065,15,1602,0.841,1.601,"(0.996,1.000,0.998,0.999)",0.997,0.841,-476.60081341,-2877.05779672,-5.866,-457.15036645,-2874.19818012,-5.837,7.8361,-0.1670,27.2865,2.6926,7.8378,2908.1812,27.4190,0.0000,0.0000,1.0448,0.9697
00067.png,4009,00067,2021,15,1551,0.835,1.602,"(0.994,1.000,0.997,0.999)",0.995,0.837,-482.82081228,-2922.80393360,-6.006,-466.25121923,-2919.64766167,-6.026,9.4444,-1.1694,26.0140,1.9869,9.5165,2954.5617,26.0897,0.0000,0.0000,1.0392,0.9701
00068.png,4047,00068,2075,15,1588,0.825,1.678,"(0.995,1.000,0.998,0.999)",0.996,0.827,-491.50483830,-2965.36833312,-5.676,-475.20478803,-2964.39660568,-5.744,8.7045,0.9922,25.0046,1.9639,8.7609,3001.0602,25.0816,0.0000,0.0000,1.0386,0.9758
00069.png,4069,00069,1894,15,1471,0.847,1.587,"(0.962,1.000,0.984,0.998)",0.972,0.834,-481.49142871,-3011.72415077,-5.217,-480.04542485,-3009.58828054,-5.269,26.8303,-0.6332,28.2763,1.5026,26.8377,3046.7388,28.3162,0.0000,0.0000,1.0870,0.9529
00070.png,4072,00070,1781,15,1410,0.844,1.535,"(0.930,0.999,0.970,0.998)",0.948,0.828,-478.86688254,-3058.06048048,-6.141,-483.10719435,-3055.11876229,-6.054,37.9860,-2.1935,33.7457,0.7482,38.0493,3092.1961,33.7540,0.0000,0.0000,1.0360,0.9299
00071.png,3918,00071,1656,15,1276,0.840,1.622,"(0.926,0.999,0.967,0.997)",0.945,0.818,-487.46312209,-3106.00351544,-8.671,-487.93439925,-3101.31052592,-8.420,38.6245,-5.3538,38.1533,-0.6608,38.9938,3137.7793,38.1590,0.0000,0.0000,1.0018,0.9225
00072.png,4143,00072,1735,15,1350,0.819,1.593,"(0.897,0.999,0.952,0.996)",0.923,0.803,-489.60299495,-3149.77049330,-9.337,-493.62059116,-3146.75253576,-9.236,46.6943,-4.5307,42.6767,-1.5127,46.9136,3184.3865,42.7035,0.0000,0.0000,1.0508,0.9348
00073.png,4300,00073,1681,15,1314,0.840,1.568,"(0.820,0.996,0.910,0.991)",0.864,0.790,-481.38577548,-3198.71311393,-10.725,-497.21514315,-3192.94160325,-10.528,66.1638,-8.9722,50.3344,-3.2007,66.7693,3230.2521,50.4360,0.0000,0.0000,1.0397,0.9051
00074.png,4136,00074,1595,16,1241,0.837,1.601,"(0.744,0.991,0.858,0.982)",0.804,0.762,-480.82377579,-3253.57565980,-13.920,-501.29669955,-3240.98382764,-13.459,79.4000,-19.4973,58.9271,-6.9055,81.7588,3276.5531,59.3303,0.0000,0.0000,1.0711,0.9060
00075.png,3917,00075,1287,16,1014,0.846,1.550,"(0.639,0.982,0.767,0.960)",0.718,0.735,-476.75410271,-3307.69519867,-17.171,-506.13932453,-3289.99255568,-16.594,98.0773,-29.8260,68.6921,-12.1234,102.5122,3324.8275,69.7537,0.0000,0.0000,1.0448,0.8818
00076.png,3609,00076,1172,16,922,0.849,1.545,"(0.609,0.979,0.732,0.953)",0.692,0.727,-491.17176390,-3355.81262887,-21.042,-514.73786447,-3338.61192483,-20.364,100.6097,-34.9240,77.0436,-17.7233,106.4989,3374.1028,79.0559,0.0000,0.0000,1.0255,0.8726
00077.png,3078,00081,252,17,126,0.837,1.601,"(0.773,0.995,0.860,0.977)",0.824,0.770,-516.99549176,-3361.37406181,-25.162,-528.05466059,-3376.20580172,-24.606,94.1103,1.6390,83.0511,-13.1928,94.1246,3423.3235,84.0925,0.0000,0.0000,0.9948,0.4441
00078.png,2890,00078,1081,17,804,0.853,1.653,"(0.786,0.997,0.865,0.990)",0.835,0.776,-570.52456776,-3428.48857504,-28.721,-552.46217100,-3420.73742845,-28.303,61.7888,-24.1493,79.8512,-16.3982,66.3404,3461.1567,81.5176,0.0000,0.0000,1.0130,0.9391
00079.png,2888,00079,1102,17,781,0.812,1.578,"(0.815,0.998,0.881,0.992)",0.858,0.775,-602.36754282,-3469.74478688,-30.995,-580.54060103,-3463.84758991,-30.742,52.8035,-24.8229,74.6305,-18.9257,58.3471,3508.5926,76.9928,0.0000,0.0000,1.0059,0.9235
00080.png,2788,00076,181,18,85,0.763,1.441,"(0.856,0.971,0.911,0.996)",0.887,0.779,-639.75544494,-3543.15504641,-33.218,-612.79175842,-3514.55948069,-32.972,39.7038,-58.3329,66.6675,-29.7373,70.5629,3555.5393,72.9991,0.0000,0.0000,0.9162,0.4961
00081.png,2868,00081,1060,19,729,0.838,1.547,"(0.774,1.000,0.847,0.991)",0.826,0.776,-657.94918934,-3563.43979699,-34.191,-643.14491642,-3557.21484138,-34.083,47.0860,-39.5222,61.8903,-33.2973,61.4744,3611.5958,70.2788,0.0000,0.0000,1.0895,0.9574
00082.png,2721,00082,1040,19,690,0.827,1.650,"(0.766,1.000,0.835,0.990)",0.819,0.759,-690.46421064,-3613.92666050,-36.237,-674.82727841,-3601.51056492,-36.000,41.3888,-51.9846,57.0257,-39.5685,66.4487,3659.0347,69.4089,0.0000,0.0000,1.8000,0.9471
00083.png,2640,00083,984,19,653,0.819,1.697,"(0.756,1.000,0.822,0.989)",0.811,0.749,-726.97502462,-3655.42129282,-38.431,-708.78485326,-3644.77011832,-38.162,32.7737,-56.8173,50.9639,-46.1661,65.5921,3708.3375,68.7650,0.0000,0.0000,1.9282,0.9949
00084.png,2518,00084,908,19,580,0.777,1.682,"(0.759,1.000,0.831,0.990)",0.813,0.735,-751.49323174,-3688.65811855,-40.727,-742.04247432,-3684.88737079,-40.415,37.0965,-54.8270,46.5472,-51.0563,66.1978,3757.0610,69.0897,0.0000,0.0000,1.7842,0.9831
00085.png,2367,00085,890,19,503,0.775,1.535,"(0.782,1.000,0.851,0.994)",0.832,0.754,-784.65705176,-3714.54740024,-42.063,-776.43452867,-3720.86386013,-41.905,33.6997,-46.8318,41.9222,-53.1482,57.6965,3802.3433,67.6920,0.0000,0.0000,1.9476,0.9565
00086.png,2117,00082,202,19,53,0.579,1.792,"(0.912,1.000,0.927,0.990)",0.930,0.755,-837.80194461,-3770.84825901,-42.990,-816.20289032,-3761.54225018,-42.896,11.2111,-70.3513,32.8102,-61.0453,71.2390,3844.0182,69.3039,0.0000,0.0000,1.6712,0.6405
00087.png,2021,00083,229,19,72,0.696,1.668,"(0.846,0.994,0.829,0.952)",0.860,0.778,-875.11090512,-3809.07978110,-44.914,-856.69569295,-3801.61463268,-44.723,5.3236,-76.6553,23.7388,-69.1901,76.8399,3892.4416,73.1492,0.0000,0.0000,1.7476,0.5271
00088.png,1720,00088,537,19,233,0.712,1.621,"(0.853,0.994,0.899,1.000)",0.886,0.743,-891.86224723,-3795.90315989,-48.214,-891.61365103,-3828.09063981,-47.846,20.8491,-32.4461,21.0977,-64.6336,38.5673,3940.2284,67.9898,0.0000,0.0000,1.7332,0.9309
00089.png,1577,00086,208,19,63,0.700,1.842,"(0.823,0.962,0.842,0.993)",0.856,0.778,-930.31480188,-3846.19141280,-47.599,-928.76190264,-3857.91344721,-47.663,15.4045,-52.4989,16.9574,-64.2209,54.7122,3971.8844,66.4220,0.0000,0.0000,1.5160,0.6304
00090.png,1365,00090,390,19,197,0.777,1.764,"(0.900,1.000,0.934,0.997)",0.923,0.772,-961.52874206,-3856.39509833,-50.964,-963.95929533,-3882.76291115,-50.647,17.8400,-33.1884,15.4094,-59.5562,37.6794,4009.5328,61.5174,0.0000,0.0000,1.4066,0.8524
00091.png,1101,00091,292,20,108,0.666,1.819,"(0.908,1.000,0.937,0.999)",0.929,0.725,-996.42619473,-3886.64455930,-51.796,-1000.24274246,-3908.00617295,-51.688,17.2411,-34.7709,13.4246,-56.1325,38.8107,4040.1615,57.7155,0.0000,0.0000,1.4696,0.7912
00092.png,848,00092,200,20,93,0.669,1.677,"(0.954,0.980,0.945,0.977)",0.952,0.748,-1047.85959091,-3903.03933387,-54.201,-1039.82182505,-3930.25908976,-53.992,0.7972,-23.3380,8.8349,-50.5578,23.3516,4072.7701,51.3239,0.0000,0.0000,1.4476,0.4301
